X,Y,OBJECTID,Onstreet,Atstreet,Month,Bridge_ID,DirFrom,LocationID,PkHrVol,Max24HrDay,PkHrDay,PkHrTime,PkHrAMPM,Month2,AWT,Max24HrVol,YearTxt,Year,last_edited_date
894588.095329244,1054452.07161015,470,Jennings Station Rd,Lewis and Clark Blvd,4, ,E,502,871,Fri,Fri,4:00,PM,April,9830,10223,2015,2015,2015/04/24 14:24:44+00
883782.97356683,1040642.39286474,471,Jennings Station Rd,Natural Bridge Rd,4, ,N,503,1142,Wed,Thu,5:00,PM,April,12760,13215,2015,2015,2015/04/24 14:25:29+00
888363.558237661,1050345.86525565,472,Jennings Station Rd,West Florissant Ave,4, ,NE,504,1907,Fri,Fri,5:00,PM,April,24490,26903,2015,2015,2015/04/24 14:26:12+00
888236.821942579,1050121.03893366,473,Jennings Station Rd,West Florissant Ave,4, ,SW,505,1505,Wed,Thu,5:00,PM,April,18960,19275,2015,2015,2015/04/24 14:26:44+00
892003.139213078,1069834.73408624,474,Jerries Ln,Dunn Rd,4, ,N,506,44,Fri,Fri,6:00,PM,April,420,452,2016,2016,2016/09/14 18:03:06+00
892030.54073308,1073398.39132899,475,Jerries Ln,Redman Rd,5, ,S,507,36,Wed,Thu,3:00,PM,May,340,358,2016,2016,2016/09/14 18:03:37+00
796965.898841746,1015036.05267332,476,Kehrs Mill Rd,Clarkson Rd,9, ,E,508,1045,Wed,Tue,5:00,PM,September,10760,11228,2016,2016,2017/01/04 15:24:03+00
794792.751285162,1015925.51710174,477,Kehrs Mill Rd,Clarkson Rd,9,3-129-C,W,509,797,Fri,Thu,5:00,PM,September,7810,8455,2016,2016,2017/01/04 15:24:38+00
788085.430382244,1023246.46932332,478,Kehrs Mill Rd,Strecker Rd,9, ,N,511,1124,Fri,Wed,5:00,PM,September,9560,10190,2016,2016,2017/01/04 15:25:58+00
788283.390288163,1022692.25947374,479,Kehrs Mill Rd,Strecker Rd,9,3-114,S,512,652,Fri,Thu,5:00,PM,September,5790,6331,2016,2016,2017/01/04 15:26:35+00
852839.36419433,969839.469182156,480,Keller Rd,Bauer Rd,10, ,S,514,193,Wed,Mon,5:00,PM,October,1820,1888,2012,2012,
849146.655700497,964099.885845073,481,Keller Rd,Butler Hill Rd,10, ,N,515,114,Wed,Tue,7:00,AM,October,1010,1056,2012,2012,
856002.584901996,973396.124142319,482,Kennerly Rd,Old Tesson Rd,4, ,NW,516,545,Fri,Wed,6:00,AM,April,5630,5720,2018,2018,2018/08/14 14:54:31+00
854151.937684663,975802.619329318,483,Kennerly Rd,Sappington Rd,4, ,NW,517,786,Thu,Tue,7:00,AM,April,7670,7964,2018,2018,2018/08/14 14:55:05+00
854583.537215162,975240.232002653,484,Kennerly Rd,Sappington Rd,4, ,SE,518,1892,Wed,Tue,4:00,PM,April,16890,17505,2018,2018,2018/08/14 14:56:13+00
855407.500462245,974167.771877237,485,Kennerly Rd,Tesson Ferry Rd,9, ,NW,519,1856,Wed,Fri,7:00,AM,September,19840,21329,2012,2012,
858933.454696413,966097.476666152,486,Kerth Rd,Butler Hill Rd,10, ,N,520,222,Wed,Wed,4:00,PM,October,2000,2030,2012,2012,
858711.790113494,965866.174635321,487,Kerth Rd,Butler Hill Rd,9, ,S,521,632,Fri,Thu,5:00,PM,September,6590,6827,2012,2012,
861747.630498495,969422.444425657,488,Kerth Rd,Mattis Rd,9, ,S,522,70,Fri,Sat,6:00,PM,September,580,614,2007,2007,
855386.822353996,957539.29857257,489,Kerth Rd,Meramec Bottom Rd,9, ,N,523,303,Sat,Fri,5:00,PM,September,3170,3500,2012,2012,
795624.361170497,1004334.84572932,490,Kiefer Creek Rd,Manchester Rd,11, ,S,524,970,Fri,Tue,4:00,PM,November,9930,10310,2017,2017,2018/08/14 14:58:11+00
803886.349567745,992828.152207322,491,Kiefer Creek Rd,New Ballwin Rd,11,355-C,NW,525,747,Fri,Tue,4:00,PM,November,7060,7302,2017,2017,2018/08/14 14:58:19+00
804409.083430413,992811.408146322,492,Kiefer Creek Rd,New Ballwin Rd,11, ,SE,526,125,Sat,Sat,6:00,AM,November,450,887,2017,2017,2018/08/14 14:58:51+00
795945.541958578,999543.178803489,493,Kiefer Creek Rd,Pierside Ln,11, ,N,527,901,Fri,Tue,4:00,PM,November,8370,8789,2017,2017,2018/08/14 14:59:55+00
796093.110889163,999039.706713319,494,Kiefer Creek Rd,Pierside Ln,11, ,S,528,693,Fri,Wed,4:00,PM,November,6980,7259,2017,2017,2018/08/14 15:00:47+00
806631.305691995,990328.045658991,495,Kiefer Creek Rd,Ries Rd,11, ,W,529,122,Sat,Sun,2:00,PM,November,500,1037,2017,2017,2018/08/14 15:01:16+00
881057.242797829,1035249.70581549,496,Kienlen Ave,Dr Martin Luther King Dr,12, ,N,530,1502,Fri,Fri,5:00,PM,December,15390,16441,2016,2016,2017/01/04 15:28:22+00
880939.195789829,1035046.40307249,497,Kienlen Ave,Dr Martin Luther King Dr,12, ,S,531,1848,Fri,Fri,4:00,PM,December,19320,21216,2016,2016,2017/01/04 15:29:02+00
883726.41068783,1040391.29691024,498,Kienlen Ave,Natural Bridge Rd,2, ,S,532,1459,Fri,Fri,4:00,PM,February,15300,16263,2017,2017,2017/11/09 21:04:54+00
880460.451012414,1033688.86576132,499,Kienlen Ave,Page Ave,12, ,N,533,2113,Fri,Fri,4:00,PM,December,17250,17984,2016,2016,2017/01/04 15:29:37+00
874839.83102008,1028000.2258919,500,Kingsland Ave,Delmar Blvd,2, ,N,534,1459,Fri,Fri,4:00,PM,February,15300,16263,2017,2017,2017/11/09 17:36:41+00
875150.772983495,1030252.82670166,501,Kingsland Ave,Olive Blvd,1, ,S,535,781,Fri,Wed,5:00,PM,January,8210,8680,2015,2015,2015/03/11 13:18:39+00
881995.39348058,966564.292989738,502,Koch Rd,I-270,11, ,S,536,453,Tue,Tue,6:00,PM,November,3650,4668,2017,2017,2018/08/14 15:01:57+00
851001.76353883,1042550.50059707,503,Lackland Rd,Ashby Rd,3, ,W,539,485,Fri,Fri,4:00,PM,March,4650,5383,2019,2019,2019/04/18 16:42:43+00
838309.634067494,1043073.07008999,504,Lackland Rd,Concourse Dr,4, ,E,540,840,Thu,Thu,7:00,AM,April,7363,7496,2019,2019,2019/04/18 16:49:24+00
838049.217265494,1043047.02814732,505,Lackland Rd,Concourse Dr,4, ,W,541,2055,Tue,Tue,8:00,AM,April,17490,18092,2019,2019,2019/04/18 16:50:01+00
836778.383849163,1042843.90322549,506,Lackland Rd,Craid Rd - Westport Plaza,4, ,E,542,1691,Fri,Wed,7:00,AM,April,15567,15989,2019,2019,2019/04/18 16:50:37+00
836502.342406496,1042797.02831924,507,Lackland Rd,Craig Rd - Westport Plaza,4, ,W,543,539,Fri,Wed,7:00,AM,April,4781,4916,2019,2019,2019/04/18 16:51:29+00
840616.925712746,1042770.98670465,508,Lackland Rd,Schuetz Rd,3, ,E,544,420,Wed,Thu,11:00,AM,March,3926,4047,2019,2019,2019/04/18 16:52:00+00
840283.592389911,1042651.19494949,509,Lackland Rd,Schuetz Rd,3, ,W,545,880,Wed,Wed,7:00,AM,March,8419,8886,2019,2019,2019/04/18 16:52:36+00
849783.592418745,1042218.90316316,510,Lackland Rd,Warson Rd,4, ,E,546,914,Thu,Mon,5:00,PM,April,5266,5468,2019,2019,2019/04/18 16:53:11+00
868276.168294411,1006064.83505149,511,Laclede Station Rd,Big Bend Blvd,5,430-R,S,547,2890,Fri,Fri,5:00,PM,May,32950,35475,2017,2017,2017/07/21 15:31:19+00
865106.029293496,988964.140578404,512,Laclede Station Rd,Gravois Rd,8, ,N,548,729,Fri,Thu,5:00,PM,August,7890,8279,2017,2017,2017/11/09 17:37:34+00
865946.307140496,995412.057472572,513,Laclede Station Rd,Heege Rd,8, ,S,549,1496,Fri,Thu,5:00,PM,August,15680,15866,2017,2017,2017/11/09 17:38:22+00
868265.751320496,1008349.55718807,514,Laclede Station Rd,Marshall Rd,5,431 ,S,550,2243,Fri,Mon,4:00,PM,May,25170,26402,2017,2017,2017/07/21 15:32:05+00
867606.607953746,1004220.32561716,515,Laclede Station Rd,Murdoch Ave,5, ,N,551,2374,Fri,Tue,5:00,PM,May,25600,26662,2017,2017,2017/07/21 15:32:44+00
867077.093920913,1003794.97837074,516,Laclede Station Rd,Murdoch Ave,5, ,S,552,2381,Fri,Tue,5:00,PM,May,25710,27139,2017,2017,2017/07/21 15:33:17+00
868331.434259996,1006629.17972332,517,Laclede Station Rd,Newport Ave,5, ,N,553,2307,Fri,Fri,4:00,PM,May,25930,27219,2017,2017,2017/07/21 15:34:08+00
865445.149678245,991533.693510152,518,Laclede Station Rd,Rock Hill Rd,8, ,N,554,1398,Fri,Thu,4:00,PM,August,15690,15976,2017,2017,2017/11/09 17:39:30+00
865384.385692161,991060.603248991,519,Laclede Station Rd,Rock Hill Rd,8, ,S,555,715,Fri,Tue,4:00,PM,August,7650,8125,2017,2017,2017/11/09 17:40:14+00
866031.08715466,996017.200619236,520,Laclede Station Rd,Watson Rd,8, ,N,556,2142,Fri,Thu,7:00,AM,August,24270,24984,2017,2017,2017/11/09 17:41:00+00
865488.075117327,991889.162287407,521,Laclede Station Rd,Weber Rd,8, ,N,557,1472,Fri,Thu,5:00,PM,August,15860,16039,2017,2017,2017/11/09 17:41:55+00
832871.902488913,1067915.20249224,522,Lakefront Dr,Earth City Expressway,11, ,E,562,265,Wed,Wed,7:00,Am,November,3030,3056,2016,2016,2017/01/04 15:30:40+00
831487.354076911,1067598.36224665,523,Lakefront Dr,Earth City Expressway,12, ,W,563,396,Thu,Thu,2:00,PM,December,4240,4351,2016,2016,2017/01/04 15:31:13+00
871574.593127996,1004557.29705607,524,Landsowne Ave,St Louis City Limit,7,433-R,W,564,1807,Fri,Thu,5:00,PM,July,19870,20130,2017,2017,2017/11/09 17:42:39+00
900119.205658078,1070387.82517166,525,Larimore Parkway,Bellefontaine Rd,8, ,NE,565,313,Fri,Fri,5:00,PM,August,3750,4343,2015,2015,2015/12/09 15:23:55+00
899994.205579996,1069650.84600257,526,Larimore Rd,Bellefontaine Rd,8,108,NE,566,301,Fri,Fri,4:00,PM,August,3090,3425,2015,2015,2015/12/09 15:24:51+00
904384.830656994,1071598.76271041,527,Larimore Rd,Coal Bank Rd,7, ,S,567,320,Fri,Mon,5:00,PM,July,3950,4254,2015,2015,2015/12/09 15:25:46+00
910608.789009579,1078395.63756807,528,Larimore Rd,Riverview Rd,1, ,W,568,268,Wed,Wed,7:00,PM,January,730,1238,2017,2017,2017/11/09 17:43:36+00
906249.413870078,1075494.59579799,529,Larimore Rd,Madrid Ave,7, ,S,569,272,Thu,Wed,5:00,PM,July,2680,2733,2015,2015,2015/12/09 15:26:31+00
906515.038994994,1075822.7207979,530,Larimore Rd,Trampe Rd,7, ,S,570,87,Fri,Fri,12:00,PM,July,830,912,2015,2015,2015/12/09 15:27:13+00
863094.957856327,982927.858687736,531,Lavinia Dr,Musick Ave,8, ,SW,571,237,Wed,Wed,5:00,PM,August,2290,2361,2017,2017,2017/11/09 17:44:24+00
846408.366557661,1072669.83373099,532,Leaf Crest Dr,Dunn Rd,7, ,N,572,107,Fri,Tue,5:00,PM,July,1210,1237,2016,2016,2016/09/14 18:12:26+00
846599.338616662,1072422.43790032,533,Leaf Crest Dr,Dunn Rd,17, ,S,573,116,Fri,Thu,5:00,PM,July,1400,1493,2016,2016,2016/09/14 18:12:55+00
861681.81009208,959951.439089492,534,Lemay Woods Dr,Lemay Ferry Rd,11, ,E,574,374,Fri,Wed,5:00,PM,November,3710,3827,2010,2010,
864856.610500995,960685.886111408,535,Lemay Woods Dr,Yaeger Rd,11, ,W,575,293,Fri,Tue,4:00,PM,November,2720,2909,2017,2017,2017/11/09 17:45:11+00
794457.448149994,973467.336270235,536,Lewis Rd,Hwy 66 - North Outer Rd,10, ,N,576,195,Fri,Fri,3:00,PM,October,1820,1922,2017,2017,2017/11/09 21:01:52+00
901863.843572997,1061640.18748324,537,Lilac Ave,Chambers Rd,8, ,N,577,321,Fri,Fri,5:00,PM,August,4220,4450,2015,2015,2015/12/09 15:28:09+00
901846.482387245,1061284.28465174,538,Lilac Ave,Chambers Rd,8, ,S,578,261,Fri,Fri,5:00,PM,August,3120,3361,2015,2015,2015/12/09 15:30:08+00
905305.683802161,1071284.28466482,539,Lilac Ave,Coal Bank Rd,8, ,S,579,374,Fri,Tue,5:00,PM,August,4680,4835,2015,2015,2015/12/09 15:30:58+00
904971.482370827,1068901.47217324,540,Lilac Ave,I-270,8, ,N,580,439,Fri,Fri,5:00,PM,August,5430,5655,2015,2015,2015/12/09 15:28:42+00
904832.231665079,1067751.29862057,541,Lilac Ave,I-270,8, ,S,581,1286,Fri,Mon,3:00,PM,August,17160,17433,2015,2015,2015/12/09 15:31:48+00
901494.558222327,1057321.61081857,542,Lilac Ave,Scranton Ave,8, ,N,582,196,Wed,Fri,5:00,PM,August,2530,2559,2015,2015,2015/12/09 15:29:22+00
862594.289566331,979537.760152988,543,Lin Ferry Dr,Lindbergh Blvd,11, ,NW,583,358,Tue,Wed,12:00,PM,November,3580,3835,2010,2010,
847275.04461433,1045716.18291399,544,Link Ave,Midland Blvd,3, ,N,584,393,Fri,Wed,4:00,PM,March,4126,4184,2019,2019,2019/04/18 16:54:02+00
846941.311685994,1045312.63089957,545,Link Ave,Midland Blvd,3,218-C,S,585,359,Fri,Wed,5:00,PM,March,3703,3807,2019,2019,2019/04/18 16:54:41+00
863936.071331579,969444.541166238,546,Little Rock Rd,Mattis Rd,9, ,NE,586,457,Fri,Fri,4:00,PM,September,4450,4666,2017,2017,2017/11/09 20:58:21+00
864505.019012578,969891.418225236,547,Little Rock Rd,Theiss Rd,9, ,NE,587,208,Fri,Tue,5:00,PM,September,1980,2115,2017,2017,2017/11/09 17:50:52+00
854905.467017494,1001133.32358907,548,Lockwood Blvd,Berry Rd,9, ,W,588,990,Thu,Tue,5:00,PM,September,9450,9869,2013,2013,
852728.238760412,1001160.81205115,549,Lockwood Blvd,Sappington Rd,9, ,E,589,1031,Fri,Tue,5:00,PM,September,9800,10532,2013,2013,
852511.225086831,1001160.81205115,550,Lockwood Blvd,Sappington Rd,9, ,W,590,1475,Fri,Fri,5:00,PM,September,12750,14759,2013,2013,
890678.624801744,1059285.67710041,551,Lucas and Hunt Rd,Halls Ferry Rd,2, 158,SW,595,1619,Fri,Fri,5:00,PM,February,16690,18646,2016,2016,2017/01/04 15:33:56+00
879310.569125827,1044216.23282991,552,Lucas and Hunt Rd,Natural Bridge Rd,2, ,S,596,1103,Fri,Fri,5:00,PM,February,11710,12513,2016,2016,2016/09/14 18:14:43+00
878650.847020078,1036955.81592032,553,Lucas and Hunt Rd,St Charles Rock Rd,2, ,N,597,1893,Fri,Fri,3:00,PM,February,11220,12126,2016,2016,2016/09/14 18:19:32+00
884505.013461329,1053219.7049804,554,Lucas and Hunt Rd,West Florissant Ave,2, ,NE,598,1884,Fri,Fri,5:00,PM,February,22640,24147,2016,2016,2016/09/14 18:20:06+00
870740.98587133,989971.510610908,555,Mackenzie Rd,Gravois Rd,5, ,S,599,1665,Fri,Wed,5:00,PM,May,18360,19337,2014,2014,2014/11/20 15:14:27+00
870699.319287997,986763.177132569,556,Mackenzie Rd,Reavis Rd,5, ,S,600,2253,Fri,Wed,5:00,PM,May,24360,25579,2014,2014,2014/11/20 15:15:02+00
822051.437253244,979958.888903908,557,Majestic Dr,Smizer Mill Rd,11, ,E,601,111,Fri,Wed,5:00,PM,November,940,989,2014,2014,2017/11/09 21:00:11+00
828080.444880247,1045829.4402334,558,Marine Ave,Amiot Dr,3, ,SE,602,641,Fri,Mon,4:00,PM,March,4929,5233,2019,2019,2019/04/18 16:55:53+00
823993.639077496,1054381.52352291,559,Marine Ave,Maryland Heights Expressway,7, ,SE,603,785,Thu,Thu,5:00,PM,July,5670,7081,2013,2013,
827392.944614828,1047516.94013924,560,Marine Ave,Dorsett Rd,3, ,NW,604,676,Thu,Mon,4:00,PM,March,4698,4874,2019,2019,2019/04/18 16:56:38+00
827504.055941161,1047235.69004557,561,Marine Ave,Dorsett Rd,3, ,SE,605,692,Fri,Fri,4:00,PM,March,5576,5903,2019,2019,2019/04/18 16:57:18+00
832392.944785412,1044891.9401399,562,Marine Ave,McKelvey Rd,3, ,E,606,1621,Fri,Tue,4:00,PM,March,12460,12881,2019,2019,2019/04/18 16:57:54+00
832028.361525077,1044912.77343157,563,Marine Ave,McKelvey Rd,3, ,W,607,743,Fri,Fri,4:00,PM,March,6803,7361,2019,2019,2019/04/18 16:58:41+00
834392.944722414,1045141.94029607,564,Marine Ave,West Port Plaza Dr,3, ,N,608,1476,Fri,Thu,5:00,PM,March,16166,16687,2019,2019,2019/04/18 16:59:22+00
839578.600689661,994796.392037235,565,Marshall Rd,Big Bend Rd,8,450,SW,609,682,Wed,Wed,4:00,PM,August,6950,7227,2014,2014,2014/11/20 15:19:20+00
822459.206450827,988707.839909904,566,Marshall Rd,Meramec Station Rd,9, ,E,610,758,Fri,Tue,7:00,AM,September,8460,8821,2014,2014,2014/11/20 15:18:18+00
830565.638400663,990744.869956575,567,Marshall Rd,Tree Court Industrial Blvd,8,369,SW,611,452,Wed,Thu,7:00,AM,August,5000,5035,2014,2014,2014/11/20 15:20:19+00
825333.237120081,1017614.69777849,568,Mason Rd,Clayton Rd,9, ,N,612,1116,Thu,Wed,7:00,AM,September,9610,10002,2016,2016,2017/01/04 15:49:48+00
825024.209194828,1017152.89227165,569,Mason Rd,Clayton Rd,9, ,S,613,613,Thu,Tue,5:00,PM,September,5810,5998,2016,2016,2017/01/04 15:50:25+00
826065.875746664,1025111.22543632,570,Mason Rd,Conway Rd,9, ,N,614,916,Thu,Fri,7:00,AM,September,7400,7664,2016,2016,2017/01/04 15:51:06+00
825263.792377077,1024642.47538957,571,Mason Rd,Conway Rd,9, ,S,615,999,Thu,Fri,7:00,AM,September,8530,8979,2016,2016,2017/01/04 15:51:42+00
825659.625902995,1022041.7811159,572,Mason Rd,I-64/US40,9, ,N,616,1263,Thu,Fri,7:00,AM,September,9770,10215,2016,2016,2017/01/04 15:52:30+00
825603.202131327,1020495.42692515,573,Mason Rd,I-64/US40,9, ,S,617,1585,Thu,Wed,7:00,AM,September,14820,15568,2016,2016,2017/01/04 15:53:38+00
825849.730181579,1027894.73233649,574,Mason Rd,Ladue Rd,9,211 ,N,618,752,Tue,Tue,4:00,PM,September,6390,6711,2016,2016,2017/01/04 15:54:17+00
825950.424533997,1027224.5935849,575,Mason Rd,Ladue Rd,9, ,S,619,1052,Thu,Tue,5:00,PM,September,7850,8493,2016,2016,2017/01/04 15:54:55+00
826061.535532247,1006137.78798957,576,Mason Rd,Manchester Rd,9, ,N,620,571,Fri,Tue,5:00,PM,September,5610,5767,2016,2016,2017/11/09 18:54:09+00
828929.591147829,1035592.64902724,577,Mason Rd,Olive Blvd,9, ,S,621,1041,Wed,Tue,4:00,PM,September,11000,11448,2016,2016,2017/01/04 15:56:08+00
860360.641474579,970737.283331409,578,Mattis Rd,Ambs Rd,7, ,E,622,975,Thu,Thu,5:00,PM,July,10520,10769,2011,2011,
860162.724875662,970922.17895899,579,Mattis Rd,Ambs Rd,5, ,W,623,1159,Fri,Thu,7:00,AM,May,11370,11539,2018,2018,2018/08/14 15:03:33+00
864532.509443164,968988.185451657,580,Mattis Rd,Lemay Ferry Rd,5,525,W,624,1131,Fri,Thu,7:00,AM,May,10970,11128,2018,2018,2018/08/14 15:04:11+00
856930.954108246,973979.470744655,581,Mattis Rd,Old Tesson Rd,9, ,E,625,1258,Fri,Mon,5:00,PM,September,13550,13996,2012,2012,
835047.710801329,1051911.22597007,582,McKelvey Rd,Ameling Rd,11,231,N,626,889,Thu,Thu,5:00,PM,November,8940,9094,2012,2012,2015/03/06 16:24:30+00
836325.488429494,1058623.03144407,583,McKelvey Rd,Creve Coeur mill Rd,11, ,S,627,688,Fri,Thu,5:00,PM,November,6920,7111,2012,2012,
833360.210567411,1049216.78122774,584,McKelvey Rd,Dorsett Rd,1, ,N,628,1519,Thu,Wed,5:00,PM,January,14420,15127,2013,2013,
833273.404966746,1048807.05927815,585,McKelvey Rd,Dorsett Rd,1, ,S,629,1644,Tue,Mon,5:00,PM,January,15110,15887,2013,2013,
832346.321847163,1045015.39264891,586,McKelvey Rd,Marine Ave,1, ,N,630,1234,Fri,Mon,5:00,PM,January,11920,12194,2014,2014,2014/11/20 15:21:46+00
842811.599472996,1063939.00375174,587,McKelvey Rd,Natural Bridge Rd,4, ,S,631,512,Wed,Wed,3:00,PM,March,4827,5018,2019,2019,2019/04/18 17:00:06+00
838179.654996745,1059841.78130315,588,McKelvey Rd,Old St Charles Rd,10, ,N,632,1479,Thu,Wed,5:00,PM,October,17200,17589,2013,2013,
837940.071814496,1059609.14266082,589,McKelvey Rd,Old St Charles Rd,1, ,S,633,1443,Fri,Wed,5:00,PM,January,14430,15424,2013,2013,2018/08/14 14:31:32+00
841370.627289329,1062459.83709066,590,McKelvey Rd,St Charles Rock Rd,11, ,N,634,507,Fri,Fri,4:00,PM,November,5000,5419,2012,2012,
841079.828658327,1062254.97595182,591,McKelvey Rd,St Charles Rock Rd,11, ,S,635,1670,Fri,Fri,4:00,PM,November,19450,20449,2012,2012,
860863.370784078,1021742.68558549,592,McKnight Rd,Clayton Rd,5, ,S,636,765,Fri,Tue,4:00,PM,May,6410,6512,2017,2017,2017/07/21 15:35:06+00
861010.940370828,1029602.92839515,593,McKnight Rd,Delmar Blvd,1, ,N,637,459,Fri,Thu,5:00,PM,January,4480,4743,2014,2014,2014/11/20 15:23:21+00
859517.884629913,1014090.77569249,594,McKnight Rd,Litzsinger Rd,4, ,S,638,1933,Wed,Wed,5:00,PM,April,22380,22694,2017,2017,2017/07/21 15:35:43+00
859214.065355662,1010939.73409432,595,McKnight Rd,Manchester Rd,4, ,N,639,1789,Wed,Wed,5:00,PM,April,20750,21257,2017,2017,2017/07/21 15:36:32+00
861132.468014911,1034181.92153374,596,McKnight Rd,Olive Blvd,12, ,S,640,626,Fri,Thu,5:00,PM,December,5180,5360,2013,2013,2014/11/20 15:23:58+00
867647.749603745,970514.966518819,597,Mehl Ave,Lemay Ferry Rd,6, ,SE,641,776,Wed,Tue,5:00,PM,June,9270,9398,2018,2018,2018/08/14 15:04:49+00
885877.80894408,1070737.01869899,598,Mehl Ave,New Halls Ferry Rd,5, ,N,642,429,Sun,Thu,7:00,AM,May,7770,9582,2016,2016,2016/09/14 18:24:08+00
886366.53565691,1073867.77129574,599,Mehl Ave,Old Halls Ferry Rd,5, ,S,643,478,Fri,Thu,7:00,AM,May,6180,6483,2016,2016,2016/09/14 18:25:32+00
867800.462880995,966531.432491153,600,Mehl Ave,Ringer Rd,6, ,N,644,658,Fri,Fri,5:00,PM,June,7610,8093,2018,2018,2018/08/14 15:05:50+00
857483.069145747,957021.25334882,601,Meramec Bottom Rd,I-55,4,510-C,E,645,2281,Fri,Tue,5:00,PM,April,21950,22112,2018,2018,2018/08/14 15:06:34+00
855763.518450994,957114.111430824,602,Meramec Bottom Rd,I-55,4,509,W,646,1230,Fri,Tue,5:00,PM,April,8740,9082,2018,2018,2018/08/14 15:07:16+00
854915.000134911,957502.590312652,603,Meramec Bottom Rd,Kerth Rd,5,509,W,647,535,Thu,Thu,5:00,PM,May,4810,5157,2012,2012,
859866.179208912,957902.233214155,604,Meramec Bottom Rd,Lemay Ferry Rd,11,510,W,648,1744,Thu,Tue,5:00,PM,November,18160,18899,2017,2017,2017/11/09 17:56:58+00
844840.838524744,957258.366063572,605,Meramec Bottom Rd,Tesson Ferry Rd,9, ,SE,649,300,Thu,Thu,5:00,PM,September,1390,1652,2012,2012,
851379.033125497,956933.712841488,606,Meramec Bottom Rd,Wells Rd,8, ,W,650,503,Thu,Tue,5:00,PM,August,2500,2882,2011,2011,
852527.895985246,1045513.27912032,607,Midland Blvd,Ashby Rd,10, ,E,653,1510,Fri,Thu,5:00,PM,October,14720,15011,2015,2015,2016/09/14 18:28:15+00
850483.625139412,1045242.01194632,608,Midland Blvd,Ashby Rd,10, ,W,654,1686,Fri,Thu,5:00,PM,October,15830,16873,2015,2015,2016/09/14 18:28:18+00
862158.972195495,1043950.77929257,609,Midland Blvd,Brown Rd,2, ,W,655,825,Fri,Tue,4:00,PM,February,6730,7284,2017,2017,2017/11/09 20:57:44+00
871447.166873664,1028490.70981907,610,Midland Blvd,Delmar Blvd,10, ,N,656,993,Thu,Thu,4:00,PM,October,9009,9221,2018,2018,2019/04/18 17:01:03+00
868999.250181578,1036303.20961399,611,Midland Blvd,Hanley Rd,7, ,NW,657,452,Fri,Fri,5:00,PM,July,4440,4585,2011,2011,
869184.146137245,1036081.85572599,612,Midland Blvd,Hanley Rd,7, ,SE,658,511,Thu,Mon,5:00,PM,July,4650,4806,2011,2011,2017/11/09 20:45:26+00
863313.486290663,1043382.20267382,613,Midland Blvd,Lackland Rd,2, ,E,659,911,Fri,Tue,5:00,PM,February,7330,7429,2017,2017,2017/11/09 20:41:18+00
862907.670173161,1043557.98414641,614,Midland Blvd,Lackland Rd,2, ,W,660,823,Fri,Tue,5:00,PM,February,6690,6792,2017,2017,2017/11/09 20:41:43+00
846609.927178163,1046231.59526899,615,Midland Blvd,Lindbergh Blvd,10, ,E,661,1841,Fri,Thu,5:00,PM,October,20060,21347,2015,2015,2016/09/14 18:27:59+00
867245.777966745,1041518.05351499,616,Midland Blvd,North and South Rd,2, ,E,662,455,Fri,Tue,5:00,PM,February,3500,3611,2017,2017,2017/11/09 17:59:34+00
867009.232836161,1041682.98395941,617,Midland Blvd,North and South Rd,2, ,W,663,744,Fri,Thu,5:00,PM,February,6290,6494,2017,2017,2017/07/21 15:37:38+00
869904.197846744,1033386.54320324,618,Midland Blvd,Olive Blvd,6, ,N,664,633,Fri,Thu,5:00,PM,June,5760,6079,2011,2011,
869924.933369581,1032923.5211634,619,Midland Blvd,Olive Blvd,11,253,S,665,783,Tue,Tue,5:00,PM,November,6500,6674,2011,2011,
868566.632936578,1037979.09963491,620,Midland Blvd,Page Ave,2, ,N,666,469,Fri,Fri,4:00,PM,February,3840,4130,2017,2017,2017/07/21 15:38:14+00
868714.744188912,1037034.49292832,621,Midland Blvd,Page Ave,10,255-R,S,667,445,Fri,Fri,4:00,PM,October,4020,4230,2017,2017,2017/11/09 18:01:20+00
871064.028860413,1030596.28697274,622,Midland Blvd,Vernon Ave,10, ,N,668,715,Fri,Thu,5:00,PM,October,7020,7754,2017,2017,2017/11/09 18:02:11+00
859858.299631495,1045377.53693774,623,Midland Blvd,Woodson Rd,3, ,E,669,946,Fri,Wed,5:00,PM,March,9370,9714,2013,2013,
859639.549412828,1045736.91187516,624,Midland Blvd,Woodson Rd,3, ,W,670,1493,Fri,Wed,5:00,PM,March,13110,13824,2013,2013,
871770.683286995,960396.17966982,625,Milburn Rd,Old Baumgartner Rd,3, ,N,671,687,Fri,Mon,4:00,PM,March,6370,6908,2018,2018,2018/08/14 15:08:09+00
871820.45910608,966546.495781235,626,Milburn Rd,Ringer Rd,3, ,S,672,751,Fri,Fri,5:00,PM,March,7060,7768,2018,2018,2018/08/14 15:08:47+00
871780.528739747,963071.669725657,627,Milburn Rd,Yaeger Rd,3, ,N,673,1060,Fri,Fri,5:00,PM,March,9200,10009,2018,2018,2018/08/14 15:09:21+00
884281.36922358,983118.152270406,628,Military Rd,Broadway St,9, ,NW,674,84,Thu,Thu,5:00,PM,September,730,751,2015,2015,2015/12/09 15:33:06+00
885092.578231078,986692.748139575,629,Military Rd,Lemay Ferry Rd,9, ,S,675,276,Thu,Tue,5:00,PM,September,2700,2780,2015,2015,2015/12/09 15:33:58+00
